DATA PGTO;SUBELEMENTO_DESPESA;CDIC
16/01/2021;GENEROS DE ALIMENTAÄ«O;00140.001377/2020-33.R.08.30/12/2020.31/12/2022
17/01/2021;GENEROS DE ALIMENTAÄ«O;00140.001377/2020-33.R.08.30/12/2020.31/12/2022
17/01/2021;GENEROS DE ALIMENTAÄ«O;00140.001377/2020-33.R.08.30/12/2020.31/12/2022
17/01/2021;GENEROS DE ALIMENTAÄ«O;00140.001377/2020-33.R.08.30/12/2020.31/12/2022
20/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000001/2021-73.R.08.18/01/2021.31/12/2022.N
20/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000001/2021-73.R.08.18/01/2021.31/12/2022.N
20/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000001/2021-73.R.08.18/01/2021.31/12/2022.N
20/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000001/2021-73.R.08.18/01/2021.31/12/2022.N
21/01/2021;HOSPEDAGENS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
20/01/2021;HOSPEDAGENS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
20/01/2021;HOSPEDAGENS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
21/01/2021;HOSPEDAGENS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
21/01/2021;LOCAÄ«O BENS MOV. OUTR. NATUREZA E INTANG÷VEIS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
21/01/2021;COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
20/01/2021;COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
20/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
20/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
21/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
21/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000818/2020-61.R.08.31/12/2020.31/12/2022.N
07/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
04/01/2021;COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
02/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
06/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
12/01/2021;LOCAÄ«O BENS MOV. OUTR. NATUREZA E INTANG÷VEIS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
12/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
19/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
19/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
19/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
08/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
02/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
02/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
04/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
04/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
04/01/2021;COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
06/01/2021;COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
03/01/2021;COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
25/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
25/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
19/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
19/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
03/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
13/01/2021;HOSPEDAGENS;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
15/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00150.000815/2020-27.R.08.30/01/2021.31/12/2022.N
13/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
13/01/2021;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
13/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
18/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
23/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
20/01/2021;HOSPEDAGENS;00150.000008/2021-95.R.08.05/01/2021.31/12/2022.N
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
09/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
28/01/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
03/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
03/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
03/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
03/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
03/02/2021;MATERIAL DE CAMA,MESA E BANHO;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
06/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
06/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
06/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
06/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
07/02/2021;FORNECIMENTO DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
07/02/2021;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE CAMA,MESA E BANHO;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
18/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000060/2021-61.R.08.28/01/2021.31/12/2022
13/02/2021;FORNECIMENTO DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
14/02/2021;FORNECIMENTO DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
16/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
16/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
16/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
16/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
16/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
16/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;MATERIAL DE COPA E COZINHA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
29/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
10/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
13/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
13/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
01/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;MATERIAL DE COPA E COZINHA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;MATERIAL DE COPA E COZINHA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
19/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
22/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;UNIFORMES, TECIDOS E AVIAMENTOS;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
12/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE EXPEDIENTE;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE EXPEDIENTE;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
04/02/2021;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.000067/2021-82.R.08.28/01/2021.31/12/2022
30/01/2021;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
30/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
30/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
30/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
30/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
20/02/2021;MATERIAL DE EXPEDIENTE;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
23/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
23/02/2021;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
23/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
23/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
23/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
23/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
08/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
08/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
21/02/2021;FORNECIMENTO DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
21/02/2021;FORNECIMENTO DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
17/02/2021;MATERIAL DE COPA E COZINHA;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
20/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
21/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
15/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
15/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
15/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
15/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;MATERIAL FARMACOLOGICO;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
31/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
31/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
31/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
31/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
31/01/2021;FORNECIMENTO DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
31/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
11/02/2021;MATERIAL P/AUDIO,VIDEO E FOTO;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
27/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
27/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
27/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
27/01/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
02/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
05/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
17/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
17/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
30/01/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
15/02/2021;GENEROS DE ALIMENTAÄ«O;00140.000080/2021.31.R.08.28/01/2021.31/12/2022
